 teamName = 레버쿠젠 rank = 1 win = 20 draw = 15 lose = 10 gain = 66 lost = 50 diff = 16 gameNumber = 45
 teamName = 함부르크 rank = 2 win = 20 draw = 13 lose = 12 gain = 70 lost = 54 diff = 16 gameNumber = 45
 teamName = 뒤셀도르트 rank = 3 win = 19 draw = 15 lose = 11 gain = 58 lost = 42 diff = 16 gameNumber = 45
 teamName = 우니온 베를린 rank = 4 win = 18 draw = 13 lose = 14 gain = 60 lost = 52 diff = 8 gameNumber = 45
 teamName = 쾰른 rank = 5 win = 19 draw = 10 lose = 16 gain = 59 lost = 63 diff = -4 gameNumber = 45
 teamName = 호펜하임 rank = 6 win = 17 draw = 14 lose = 14 gain = 52 lost = 45 diff = 7 gameNumber = 45
 teamName = 묀헨글라트바흐 rank = 7 win = 19 draw = 7 lose = 19 gain = 51 lost = 63 diff = -12 gameNumber = 45
 teamName = 볼프스부르크 rank = 8 win = 16 draw = 15 lose = 14 gain = 60 lost = 54 diff = 6 gameNumber = 45
 teamName = 아우크스부르크 rank = 9 win = 16 draw = 14 lose = 15 gain = 62 lost = 67 diff = -5 gameNumber = 45
 teamName = 마인츠 rank = 10 win = 17 draw = 10 lose = 18 gain = 69 lost = 62 diff = 7 gameNumber = 45
 teamName = 에센 rank = 11 win = 15 draw = 15 lose = 15 gain = 59 lost = 57 diff = 2 gameNumber = 45
 teamName = 바이에른 뮌헨 rank = 12 win = 14 draw = 11 lose = 20 gain = 49 lost = 54 diff = -5 gameNumber = 45
 teamName = 프랑크부르크 rank = 13 win = 12 draw = 17 lose = 16 gain = 44 lost = 56 diff = -12 gameNumber = 45
 teamName = 도르트문트 rank = 14 win = 13 draw = 12 lose = 20 gain = 57 lost = 63 diff = -6 gameNumber = 45
 teamName = 라이프치히 rank = 15 win = 12 draw = 12 lose = 21 gain = 57 lost = 68 diff = -11 gameNumber = 45
 teamName = 슈투트가르트 rank = 16 win = 10 draw = 13 lose = 22 gain = 36 lost = 59 diff = -23 gameNumber = 45
 teamName = 파리 생제르맹 rank = 1 win = 4 draw = 1 lose = 2 gain = 13 lost = 7 diff = 6
 teamName = 아틀레티코 마드리드 rank = 2 win = 3 draw = 2 lose = 2 gain = 7 lost = 5 diff = 2
 teamName = 바르셀로나 rank = 4 win = 4 draw = 1 lose = 1 gain = 7 lost = 5 diff = 2
 teamName = 리버풀 rank = 4 win = 2 draw = 3 lose = 1 gain = 8 lost = 6 diff = 2
 teamName = 바이에른 뮌헨 rank = 8 win = 3 draw = 0 lose = 1 gain = 5 lost = 3 diff = 2
 teamName = 도르트문트 rank = 8 win = 3 draw = 0 lose = 1 gain = 6 lost = 2 diff = 4
 teamName = 맨체스터 시티 rank = 8 win = 1 draw = 1 lose = 2 gain = 3 lost = 4 diff = -1
 teamName = 첼시 rank = 8 win = 1 draw = 1 lose = 2 gain = 6 lost = 5 diff = 1
 teamName = 프랑크부르크 rank = 16 win = 0 draw = 1 lose = 1 gain = 2 lost = 3 diff = -1
 teamName = 라이프치히 rank = 16 win = 0 draw = 1 lose = 1 gain = 2 lost = 6 diff = -4
 teamName = 레알 마드리드 rank = 16 win = 0 draw = 1 lose = 1 gain = 1 lost = 2 diff = -1
 teamName = 세비야 rank = 16 win = 0 draw = 0 lose = 2 gain = 1 lost = 3 diff = -2
 teamName = 맨체스터 유나이티드 rank = 16 win = 1 draw = 0 lose = 1 gain = 2 lost = 5 diff = -3
 teamName = 나폴리 rank = 16 win = 0 draw = 1 lose = 1 gain = 2 lost = 3 diff = -1
 teamName = 밀란 rank = 16 win = 0 draw = 1 lose = 1 gain = 0 lost = 2 diff = -2
 teamName = 유벤투스 rank = 16 win = 0 draw = 0 lose = 2 gain = 0 lost = 4 diff = -4
 teamName = 레버쿠젠 rank = 1 win = 20 draw = 15 lose = 10 gain = 66 lost = 50 diff = 16 gameNumber = 45
 teamName = 함부르크 rank = 2 win = 20 draw = 13 lose = 12 gain = 70 lost = 54 diff = 16 gameNumber = 45
 teamName = 뒤셀도르트 rank = 3 win = 19 draw = 15 lose = 11 gain = 58 lost = 42 diff = 16 gameNumber = 45
 teamName = 우니온 베를린 rank = 4 win = 18 draw = 13 lose = 14 gain = 60 lost = 52 diff = 8 gameNumber = 45
 teamName = 쾰른 rank = 5 win = 19 draw = 10 lose = 16 gain = 59 lost = 63 diff = -4 gameNumber = 45
 teamName = 호펜하임 rank = 6 win = 17 draw = 14 lose = 14 gain = 52 lost = 45 diff = 7 gameNumber = 45
 teamName = 묀헨글라트바흐 rank = 7 win = 19 draw = 7 lose = 19 gain = 51 lost = 63 diff = -12 gameNumber = 45
 teamName = 볼프스부르크 rank = 8 win = 16 draw = 15 lose = 14 gain = 60 lost = 54 diff = 6 gameNumber = 45
 teamName = 아우크스부르크 rank = 9 win = 16 draw = 14 lose = 15 gain = 62 lost = 67 diff = -5 gameNumber = 45
 teamName = 마인츠 rank = 10 win = 17 draw = 10 lose = 18 gain = 69 lost = 62 diff = 7 gameNumber = 45
 teamName = 에센 rank = 11 win = 15 draw = 15 lose = 15 gain = 59 lost = 57 diff = 2 gameNumber = 45
 teamName = 바이에른 뮌헨 rank = 12 win = 14 draw = 11 lose = 20 gain = 49 lost = 54 diff = -5 gameNumber = 45
 teamName = 프랑크부르크 rank = 13 win = 12 draw = 17 lose = 16 gain = 44 lost = 56 diff = -12 gameNumber = 45
 teamName = 도르트문트 rank = 14 win = 13 draw = 12 lose = 20 gain = 57 lost = 63 diff = -6 gameNumber = 45
 teamName = 라이프치히 rank = 15 win = 12 draw = 12 lose = 21 gain = 57 lost = 68 diff = -11 gameNumber = 45
 teamName = 슈투트가르트 rank = 16 win = 10 draw = 13 lose = 22 gain = 36 lost = 59 diff = -23 gameNumber = 45
 teamName = 파리 생제르맹 rank = 1 win = 4 draw = 1 lose = 2 gain = 13 lost = 7 diff = 6
 teamName = 아틀레티코 마드리드 rank = 2 win = 3 draw = 2 lose = 2 gain = 7 lost = 5 diff = 2
 teamName = 바르셀로나 rank = 4 win = 4 draw = 1 lose = 1 gain = 7 lost = 5 diff = 2
 teamName = 리버풀 rank = 4 win = 2 draw = 3 lose = 1 gain = 8 lost = 6 diff = 2
 teamName = 바이에른 뮌헨 rank = 8 win = 3 draw = 0 lose = 1 gain = 5 lost = 3 diff = 2
 teamName = 도르트문트 rank = 8 win = 3 draw = 0 lose = 1 gain = 6 lost = 2 diff = 4
 teamName = 맨체스터 시티 rank = 8 win = 1 draw = 1 lose = 2 gain = 3 lost = 4 diff = -1
 teamName = 첼시 rank = 8 win = 1 draw = 1 lose = 2 gain = 6 lost = 5 diff = 1
 teamName = 프랑크부르크 rank = 16 win = 0 draw = 1 lose = 1 gain = 2 lost = 3 diff = -1
 teamName = 라이프치히 rank = 16 win = 0 draw = 1 lose = 1 gain = 2 lost = 6 diff = -4
 teamName = 레알 마드리드 rank = 16 win = 0 draw = 1 lose = 1 gain = 1 lost = 2 diff = -1
 teamName = 세비야 rank = 16 win = 0 draw = 0 lose = 2 gain = 1 lost = 3 diff = -2
 teamName = 맨체스터 유나이티드 rank = 16 win = 1 draw = 0 lose = 1 gain = 2 lost = 5 diff = -3
 teamName = 나폴리 rank = 16 win = 0 draw = 1 lose = 1 gain = 2 lost = 3 diff = -1
 teamName = 밀란 rank = 16 win = 0 draw = 1 lose = 1 gain = 0 lost = 2 diff = -2
 teamName = 유벤투스 rank = 16 win = 0 draw = 0 lose = 2 gain = 0 lost = 4 diff = -4
teams = TeamTotalInfoResponse(win=17, draw=11, lose=66, gain=54, lost=57, diff=-3)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=2, assist=2, pass=812, shooting=4, validShooting=2, foul=28, defense=718, win=20, draw=15, lose=10, isBest=2, avgGrade=19.73, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=6, pass=690, shooting=1, validShooting=0, foul=45, defense=772, win=20, draw=15, lose=10, isBest=1, avgGrade=18.56, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=2, assist=4, pass=801, shooting=2, validShooting=2, foul=27, defense=782, win=20, draw=15, lose=10, isBest=1, avgGrade=20.4, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=5, assist=9, pass=859, shooting=9, validShooting=7, foul=108, defense=529, win=20, draw=15, lose=10, isBest=0, avgGrade=17.04, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=8, assist=1, pass=845, shooting=19, validShooting=12, foul=93, defense=596, win=20, draw=15, lose=10, isBest=0, avgGrade=18.84, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=5, assist=4, pass=945, shooting=11, validShooting=8, foul=140, defense=562, win=20, draw=15, lose=10, isBest=1, avgGrade=17.87, gameNumber=45)
teams = TeamTotalInfoResponse(win=18, draw=13, lose=61, gain=60, lost=52, diff=8)
playerInfo = PlayerTotalInfoResponse(goal=1, assist=7, pass=7, shooting=3, validShooting=2, foul=0, defense=30, win=18, draw=13, lose=14, isBest=0, avgGrade=0.0, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=8, assist=1, pass=466, shooting=23, validShooting=17, foul=178, defense=185, win=18, draw=13, lose=14, isBest=0, avgGrade=18.0, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=6, assist=1, pass=484, shooting=14, validShooting=8, foul=246, defense=179, win=18, draw=13, lose=14, isBest=2, avgGrade=14.11, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=10, assist=0, pass=511, shooting=18, validShooting=13, foul=272, defense=172, win=18, draw=13, lose=14, isBest=1, avgGrade=16.93, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=1, pass=953, shooting=2, validShooting=2, foul=21, defense=906, win=18, draw=13, lose=14, isBest=2, avgGrade=22.98, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=1, pass=749, shooting=0, validShooting=0, foul=21, defense=814, win=18, draw=13, lose=14, isBest=0, avgGrade=18.6, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=1, assist=5, pass=889, shooting=2, validShooting=1, foul=42, defense=693, win=18, draw=13, lose=14, isBest=1, avgGrade=19.62, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=2, assist=1, pass=680, shooting=4, validShooting=3, foul=28, defense=1058, win=18, draw=13, lose=14, isBest=2, avgGrade=28.22, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=4, assist=5, pass=836, shooting=12, validShooting=9, foul=127, defense=483, win=18, draw=13, lose=14, isBest=0, avgGrade=16.24, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=2, assist=3, pass=829, shooting=11, validShooting=4, foul=104, defense=491, win=18, draw=13, lose=14, isBest=0, avgGrade=15.2, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=33, assist=9, pass=996, shooting=263, validShooting=84, foul=66, defense=577, win=18, draw=13, lose=14, isBest=37, avgGrade=59.78, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
teams = TeamTotalInfoResponse(win=12, draw=18, lose=62, gain=46, lost=59, diff=-13)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=8, pass=3, shooting=3, validShooting=2, foul=0, defense=17, win=12, draw=18, lose=17, isBest=0, avgGrade=0.0, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=10, assist=3, pass=548, shooting=20, validShooting=13, foul=216, defense=202, win=12, draw=18, lose=17, isBest=0, avgGrade=17.53, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=8, assist=1, pass=544, shooting=21, validShooting=14, foul=205, defense=214, win=12, draw=18, lose=17, isBest=0, avgGrade=17.62, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=9, assist=1, pass=564, shooting=19, validShooting=14, foul=274, defense=167, win=12, draw=18, lose=17, isBest=0, avgGrade=17.4, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=3, pass=688, shooting=5, validShooting=0, foul=29, defense=840, win=12, draw=18, lose=17, isBest=0, avgGrade=20.85, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=16, assist=1, pass=790, shooting=245, validShooting=48, foul=30, defense=896, win=12, draw=18, lose=17, isBest=47, avgGrade=158.3, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=6, pass=612, shooting=2, validShooting=1, foul=35, defense=794, win=12, draw=18, lose=17, isBest=0, avgGrade=19.32, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=1, assist=2, pass=926, shooting=3, validShooting=1, foul=21, defense=997, win=12, draw=18, lose=17, isBest=0, avgGrade=24.81, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=7, assist=0, pass=1010, shooting=14, validShooting=9, foul=218, defense=465, win=12, draw=18, lose=17, isBest=0, avgGrade=16.72, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=5, assist=2, pass=900, shooting=14, validShooting=9, foul=193, defense=565, win=12, draw=18, lose=17, isBest=0, avgGrade=17.06, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=6, assist=5, pass=787, shooting=17, validShooting=11, foul=98, defense=587, win=12, draw=18, lose=17, isBest=0, avgGrade=17.3, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
teams = TeamTotalInfoResponse(win=19, draw=10, lose=61, gain=59, lost=63, diff=-4)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=8, pass=22, shooting=0, validShooting=0, foul=0, defense=15, win=19, draw=10, lose=16, isBest=0, avgGrade=0.0, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=35, assist=1, pass=458, shooting=249, validShooting=78, foul=219, defense=182, win=19, draw=10, lose=16, isBest=40, avgGrade=70.76, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=2, assist=1, pass=453, shooting=10, validShooting=5, foul=210, defense=167, win=19, draw=10, lose=16, isBest=0, avgGrade=11.58, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=4, assist=0, pass=471, shooting=12, validShooting=7, foul=338, defense=185, win=19, draw=10, lose=16, isBest=0, avgGrade=13.07, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=4, assist=1, pass=564, shooting=8, validShooting=4, foul=42, defense=653, win=19, draw=10, lose=16, isBest=2, avgGrade=21.31, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=2, assist=2, pass=620, shooting=3, validShooting=2, foul=38, defense=797, win=19, draw=10, lose=16, isBest=2, avgGrade=21.09, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=2, assist=5, pass=644, shooting=2, validShooting=2, foul=33, defense=921, win=19, draw=10, lose=16, isBest=0, avgGrade=23.82, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=1, assist=3, pass=805, shooting=1, validShooting=1, foul=22, defense=876, win=19, draw=10, lose=16, isBest=0, avgGrade=21.47, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=6, assist=3, pass=970, shooting=16, validShooting=10, foul=93, defense=535, win=19, draw=10, lose=16, isBest=0, avgGrade=18.62, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=8, assist=6, pass=854, shooting=15, validShooting=11, foul=206, defense=512, win=19, draw=10, lose=16, isBest=0, avgGrade=17.71, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=8, assist=3, pass=827, shooting=14, validShooting=9, foul=62, defense=543, win=19, draw=10, lose=16, isBest=1, avgGrade=17.22, gameNumber=45)
teams = TeamTotalInfoResponse(win=12, draw=13, lose=67, gain=59, lost=74, diff=-15)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=4, pass=7, shooting=2, validShooting=0, foul=0, defense=25, win=12, draw=13, lose=22, isBest=0, avgGrade=0.0, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=6, assist=3, pass=535, shooting=13, validShooting=9, foul=405, defense=156, win=12, draw=13, lose=22, isBest=0, avgGrade=14.45, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=12, assist=0, pass=530, shooting=21, validShooting=13, foul=199, defense=177, win=12, draw=13, lose=22, isBest=0, avgGrade=17.15, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=2, assist=1, pass=426, shooting=10, validShooting=6, foul=319, defense=180, win=12, draw=13, lose=22, isBest=0, avgGrade=11.09, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=2, pass=824, shooting=1, validShooting=0, foul=29, defense=798, win=12, draw=13, lose=22, isBest=0, avgGrade=17.91, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=2, assist=8, pass=717, shooting=3, validShooting=2, foul=29, defense=961, win=12, draw=13, lose=22, isBest=0, avgGrade=24.36, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=1, assist=7, pass=738, shooting=1, validShooting=1, foul=26, defense=906, win=12, draw=13, lose=22, isBest=0, avgGrade=21.53, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=23, assist=2, pass=751, shooting=237, validShooting=62, foul=41, defense=782, win=12, draw=13, lose=22, isBest=47, avgGrade=160.15, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=8, assist=6, pass=870, shooting=16, validShooting=9, foul=65, defense=601, win=12, draw=13, lose=22, isBest=0, avgGrade=18.09, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=7, assist=2, pass=932, shooting=16, validShooting=10, foul=253, defense=527, win=12, draw=13, lose=22, isBest=0, avgGrade=17.45, gameNumber=47)
playerInfo = PlayerTotalInfoResponse(goal=7, assist=2, pass=733, shooting=14, validShooting=9, foul=84, defense=600, win=12, draw=13, lose=22, isBest=0, avgGrade=16.17, gameNumber=47)
teams = TeamTotalInfoResponse(win=17, draw=14, lose=59, gain=52, lost=45, diff=7)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=1, assist=5, pass=22, shooting=1, validShooting=1, foul=0, defense=49, win=17, draw=14, lose=14, isBest=0, avgGrade=0.0, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=6, assist=2, pass=492, shooting=20, validShooting=14, foul=174, defense=204, win=17, draw=14, lose=14, isBest=2, avgGrade=17.13, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=4, assist=5, pass=502, shooting=11, validShooting=7, foul=295, defense=171, win=17, draw=14, lose=14, isBest=0, avgGrade=13.67, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=8, assist=0, pass=492, shooting=14, validShooting=10, foul=272, defense=207, win=17, draw=14, lose=14, isBest=1, avgGrade=15.24, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=4, pass=623, shooting=1, validShooting=0, foul=49, defense=744, win=17, draw=14, lose=14, isBest=0, avgGrade=17.78, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=2, assist=3, pass=675, shooting=3, validShooting=3, foul=29, defense=790, win=17, draw=14, lose=14, isBest=4, avgGrade=21.69, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=1, assist=3, pass=692, shooting=2, validShooting=2, foul=58, defense=608, win=17, draw=14, lose=14, isBest=2, avgGrade=16.16, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=1, assist=3, pass=633, shooting=4, validShooting=2, foul=49, defense=771, win=17, draw=14, lose=14, isBest=3, avgGrade=20.98, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=5, assist=2, pass=745, shooting=11, validShooting=10, foul=95, defense=603, win=17, draw=14, lose=14, isBest=1, avgGrade=16.69, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=29, assist=3, pass=781, shooting=238, validShooting=65, foul=83, defense=541, win=17, draw=14, lose=14, isBest=34, avgGrade=51.36, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=6, assist=0, pass=926, shooting=12, validShooting=10, foul=126, defense=466, win=17, draw=14, lose=14, isBest=0, avgGrade=16.67, gameNumber=45)
teams = TeamTotalInfoResponse(win=19, draw=15, lose=58, gain=58, lost=42, diff=16)
playerInfo = PlayerTotalInfoResponse(goal=1, assist=6, pass=3, shooting=2, validShooting=1, foul=0, defense=25, win=19, draw=15, lose=11, isBest=0, avgGrade=0.0, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=2, assist=1, pass=544, shooting=12, validShooting=6, foul=187, defense=155, win=19, draw=15, lose=11, isBest=0, avgGrade=13.6, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=10, assist=0, pass=418, shooting=13, validShooting=11, foul=203, defense=161, win=19, draw=15, lose=11, isBest=0, avgGrade=13.91, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=4, assist=2, pass=460, shooting=11, validShooting=8, foul=198, defense=184, win=19, draw=15, lose=11, isBest=1, avgGrade=13.22, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=5, pass=642, shooting=2, validShooting=1, foul=38, defense=823, win=19, draw=15, lose=11, isBest=1, avgGrade=20.76, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=1, assist=0, pass=760, shooting=3, validShooting=1, foul=21, defense=787, win=19, draw=15, lose=11, isBest=1, avgGrade=20.02, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=0, pass=0, shooting=0, validShooting=0, foul=0, defense=0, win=0, draw=0, lose=0, isBest=0, avgGrade=0.0, gameNumber=0)
playerInfo = PlayerTotalInfoResponse(goal=0, assist=4, pass=617, shooting=1, validShooting=1, foul=29, defense=874, win=19, draw=15, lose=11, isBest=2, avgGrade=21.4, gameNumber=45)
playerInfo = PlayerTotalInfoResponse(goal=2, assist=8, pass=594, shooting=7, validShooting=3, foul=29, defense=852, win=19, draw=15, lose=11, isBest=5, avgGrade=25.38, gameNumber=45)
